complex type	sequence id	index	ortholog
small-subunit processome	Schizosaccharomyces_pombe@Seq_4248	121_4247	OG2065
small-subunit processome	Schizosaccharomyces_pombe@Seq_4377	121_4376	OG1712
small-subunit processome	Schizosaccharomyces_pombe@Seq_4444	121_4443	OG1961
small-subunit processome	Schizosaccharomyces_pombe@Seq_4581	121_4580	OG2151
small-subunit processome	Schizosaccharomyces_pombe@Seq_4729	121_4728	OG1476
small-subunit processome	Schizosaccharomyces_pombe@Seq_4789	121_4788	OG1757
small-subunit processome	Schizosaccharomyces_pombe@Seq_5101	121_5100	OG1829
small-subunit processome	Schizosaccharomyces_pombe@Seq_867	121_866	OG2325
small-subunit processome	Schizosaccharomyces_pombe@Seq_899	121_898	OG2198
succinate-CoA ligase complex	Schizosaccharomyces_pombe@Seq_417	121_416	OG2409
succinate-CoA ligase complex	Schizosaccharomyces_pombe@Seq_4822	121_4821	OG1696
sulfite reductase complex (NADPH)	Schizosaccharomyces_pombe@Seq_1848	121_1847	OG1597
sulfite reductase complex (NADPH)	Schizosaccharomyces_pombe@Seq_950	121_949	OG2147
t-UTP complex	Schizosaccharomyces_pombe@Seq_1607	121_1606	OG2923
t-UTP complex	Schizosaccharomyces_pombe@Seq_1826	121_1825	OG2978
t-UTP complex	Schizosaccharomyces_pombe@Seq_2249	121_2248	OG1946
t-UTP complex	Schizosaccharomyces_pombe@Seq_2871	121_2870	OG195775
t-UTP complex	Schizosaccharomyces_pombe@Seq_4581	121_4580	OG2151
t-UTP complex	Schizosaccharomyces_pombe@Seq_867	121_866	OG2325
tRNA (m1A) methyltransferase complex	Schizosaccharomyces_pombe@Seq_2124	121_2123	OG1849
tRNA (m1A) methyltransferase complex	Schizosaccharomyces_pombe@Seq_3763	121_3762	OG3431
tRNA (m2G10) methyltransferase complex	Schizosaccharomyces_pombe@Seq_1022	121_1021	OG3486
tRNA (m2G10) methyltransferase complex	Schizosaccharomyces_pombe@Seq_1602	121_1601	OG2424
tRNA (m7G46) methyltransferase complex	Schizosaccharomyces_pombe@Seq_2114	121_2113	OG2174
tRNA (m7G46) methyltransferase complex	Schizosaccharomyces_pombe@Seq_649	121_648	OG3732
tRNA-intron endonuclease complex	Schizosaccharomyces_pombe@Seq_1204	121_1203	OG3507
tRNA-intron endonuclease complex	Schizosaccharomyces_pombe@Seq_3039	121_3038	OG2935
tRNA-intron endonuclease complex	Schizosaccharomyces_pombe@Seq_3204	121_3203	OG101256
tRNA-intron endonuclease complex	Schizosaccharomyces_pombe@Seq_3753	121_3752	OG2793
tRNA-specific adenosine-34 deaminase complex	Schizosaccharomyces_pombe@Seq_4768	121_4767	OG3599
tRNA-specific adenosine-34 deaminase complex	Schizosaccharomyces_pombe@Seq_518	121_517	OG3138
telomerase catalytic core complex	Schizosaccharomyces_pombe@Seq_1458	121_1457	OG3388
telomerase holoenzyme complex	Schizosaccharomyces_pombe@Seq_3133	121_3132	OG42559
telomerase holoenzyme complex	Schizosaccharomyces_pombe@Seq_3213	121_3212	OG3758
telomerase holoenzyme complex	Schizosaccharomyces_pombe@Seq_3243	121_3242	OG3888
telomerase holoenzyme complex	Schizosaccharomyces_pombe@Seq_4298	121_4297	OG2153
telomerase holoenzyme complex	Schizosaccharomyces_pombe@Seq_4368	121_4367	OG4421
telomerase holoenzyme complex	Schizosaccharomyces_pombe@Seq_685	121_684	OG183709
transcription export complex	Schizosaccharomyces_pombe@Seq_3034	121_3033	OG2216
transcription export complex	Schizosaccharomyces_pombe@Seq_4109	121_4108	OG3695
transcription export complex	Schizosaccharomyces_pombe@Seq_4985	121_4984	OG3822
transcription export complex	Schizosaccharomyces_pombe@Seq_959	121_958	OG1871
transcription export complex 2	Schizosaccharomyces_pombe@Seq_112	121_111	OG4172
transcription export complex 2	Schizosaccharomyces_pombe@Seq_2573	121_2572	OG3968
transcription export complex 2	Schizosaccharomyces_pombe@Seq_3833	121_3832	OG105512
transcription export complex 2	Schizosaccharomyces_pombe@Seq_4109	121_4108	OG3695
transcription factor TFIIA complex	Schizosaccharomyces_pombe@Seq_2053	121_2052	OG3215
transcription factor TFIIA complex	Schizosaccharomyces_pombe@Seq_2236	121_2235	OG2556
transcription factor TFIID complex	Schizosaccharomyces_pombe@Seq_1633	121_1632	OG1560
transcription factor TFIID complex	Schizosaccharomyces_pombe@Seq_2011	121_2010	OG3712
transcription factor TFIID complex	Schizosaccharomyces_pombe@Seq_2491	121_2490	OG4639
transcription factor TFIID complex	Schizosaccharomyces_pombe@Seq_2697	121_2696	OG1464
transcription factor TFIID complex	Schizosaccharomyces_pombe@Seq_2742	121_2741	OG3011
transcription factor TFIID complex	Schizosaccharomyces_pombe@Seq_2767	121_2766	OG13786
transcription factor TFIID complex	Schizosaccharomyces_pombe@Seq_2800	121_2799	OG1794
transcription factor TFIID complex	Schizosaccharomyces_pombe@Seq_305	121_304	OG131691
transcription factor TFIID complex	Schizosaccharomyces_pombe@Seq_3165	121_3164	OG2165
transcription factor TFIID complex	Schizosaccharomyces_pombe@Seq_3208	121_3207	OG3289
transcription factor TFIID complex	Schizosaccharomyces_pombe@Seq_3487	121_3486	OG3435
transcription factor TFIID complex	Schizosaccharomyces_pombe@Seq_4030	121_4029	OG5065
transcription factor TFIID complex	Schizosaccharomyces_pombe@Seq_4072	121_4071	OG3044
transcription factor TFIID complex	Schizosaccharomyces_pombe@Seq_4228	121_4227	OG4647
transcription factor TFIID complex	Schizosaccharomyces_pombe@Seq_4336	121_4335	OG1941
transcription factor TFIID complex	Schizosaccharomyces_pombe@Seq_660	121_659	OG1821
transcription factor TFIIE complex	Schizosaccharomyces_pombe@Seq_2049	121_2048	OG2591
transcription factor TFIIE complex	Schizosaccharomyces_pombe@Seq_722	121_721	OG3675
transcription factor TFIIF complex	Schizosaccharomyces_pombe@Seq_2342	121_2341	OG2195
transcription factor TFIIF complex	Schizosaccharomyces_pombe@Seq_2349	121_2348	OG3238
transcription factor TFIIF complex	Schizosaccharomyces_pombe@Seq_2697	121_2696	OG1464
transcription factor TFIIH core complex	Schizosaccharomyces_pombe@Seq_1324	121_1323	OG2341
transcription factor TFIIH core complex	Schizosaccharomyces_pombe@Seq_1716	121_1715	OG2328
transcription factor TFIIH core complex	Schizosaccharomyces_pombe@Seq_3393	121_3392	OG1006
transcription factor TFIIH core complex	Schizosaccharomyces_pombe@Seq_3814	121_3813	OG1888
transcription factor TFIIH core complex	Schizosaccharomyces_pombe@Seq_4183	121_4182	OG3946
transcription factor TFIIH core complex	Schizosaccharomyces_pombe@Seq_4268	121_4267	OG2768
transcription factor TFIIH holo complex	Schizosaccharomyces_pombe@Seq_1324	121_1323	OG2341
transcription factor TFIIH holo complex	Schizosaccharomyces_pombe@Seq_1716	121_1715	OG2328
transcription factor TFIIH holo complex	Schizosaccharomyces_pombe@Seq_3393	121_3392	OG1006
transcription factor TFIIH holo complex	Schizosaccharomyces_pombe@Seq_3814	121_3813	OG1888
transcription factor TFIIH holo complex	Schizosaccharomyces_pombe@Seq_4183	121_4182	OG3946
transcription factor TFIIH holo complex	Schizosaccharomyces_pombe@Seq_4268	121_4267	OG2768
transcription factor TFIIH holo complex	Schizosaccharomyces_pombe@Seq_4862	121_4861	OG3231
transcription factor TFIIIB complex	Schizosaccharomyces_pombe@Seq_2231	121_2230	OG14333
transcription factor TFIIIB complex	Schizosaccharomyces_pombe@Seq_4336	121_4335	OG1941
transcription factor TFIIIB complex	Schizosaccharomyces_pombe@Seq_4387	121_4386	OG2878
transcription factor TFIIIC complex	Schizosaccharomyces_pombe@Seq_1850	121_1849	OG8120
transcription factor TFIIIC complex	Schizosaccharomyces_pombe@Seq_2190	121_2189	OG3156
transcription factor TFIIIC complex	Schizosaccharomyces_pombe@Seq_2926	121_2925	OG3380
transcription factor TFIIIC complex	Schizosaccharomyces_pombe@Seq_3994	121_3993	OG102802
transcription factor TFIIIC complex	Schizosaccharomyces_pombe@Seq_4571	121_4570	OG2584
transcription factor TFIIIC complex	Schizosaccharomyces_pombe@Seq_678	121_677	OG1745
transcription factor TFIIK complex	Schizosaccharomyces_pombe@Seq_1760	121_1759	OG2735
transcription factor TFIIK complex	Schizosaccharomyces_pombe@Seq_3047	121_3046	OG2500
transcription factor TFIIK complex	Schizosaccharomyces_pombe@Seq_3269	121_3268	OG3341
translation release factor complex	Schizosaccharomyces_pombe@Seq_1517	121_1516	OG1832
translation release factor complex	Schizosaccharomyces_pombe@Seq_4102	121_4101	OG1804
tubulin folding cofactor complex	Schizosaccharomyces_pombe@Seq_1463	121_1462	OG2505
tubulin folding cofactor complex	Schizosaccharomyces_pombe@Seq_2986	121_2985	OG7706
tubulin folding cofactor complex	Schizosaccharomyces_pombe@Seq_3262	121_3261	OG3466
vacuolar HOPS complex	Schizosaccharomyces_pombe@Seq_1573	121_1572	OG2415
vacuolar HOPS complex	Schizosaccharomyces_pombe@Seq_203	121_202	OG2803
vacuolar HOPS complex	Schizosaccharomyces_pombe@Seq_3083	121_3082	OG3672
vacuolar HOPS complex	Schizosaccharomyces_pombe@Seq_3254	121_3253	OG2511
vacuolar HOPS complex	Schizosaccharomyces_pombe@Seq_3391	121_3390	OG4731
vacuolar HOPS complex	Schizosaccharomyces_pombe@Seq_4711	121_4710	OG1889
vacuolar proton-transporting V-type ATPase, V0 domain	Schizosaccharomyces_pombe@Seq_1333	121_1332	OG2004
vacuolar proton-transporting V-type ATPase, V0 domain	Schizosaccharomyces_pombe@Seq_149	121_148	OG1449
vacuolar proton-transporting V-type ATPase, V0 domain	Schizosaccharomyces_pombe@Seq_1600	121_1599	OG3546
vacuolar proton-transporting V-type ATPase, V0 domain	Schizosaccharomyces_pombe@Seq_2107	121_2106	OG1046
vacuolar proton-transporting V-type ATPase, V0 domain	Schizosaccharomyces_pombe@Seq_2152	121_2151	OG4491
vacuolar proton-transporting V-type ATPase, V0 domain	Schizosaccharomyces_pombe@Seq_4638	121_4637	OG2367
vacuolar proton-transporting V-type ATPase, V1 domain	Schizosaccharomyces_pombe@Seq_1015	121_1014	OG1656
vacuolar proton-transporting V-type ATPase, V1 domain	Schizosaccharomyces_pombe@Seq_1424	121_1423	OG2469
vacuolar proton-transporting V-type ATPase, V1 domain	Schizosaccharomyces_pombe@Seq_1478	121_1477	OG2332
vacuolar proton-transporting V-type ATPase, V1 domain	Schizosaccharomyces_pombe@Seq_1799	121_1798	OG4357
vacuolar proton-transporting V-type ATPase, V1 domain	Schizosaccharomyces_pombe@Seq_2398	121_2397	OG2635
vacuolar proton-transporting V-type ATPase, V1 domain	Schizosaccharomyces_pombe@Seq_3197	121_3196	OG2820
vacuolar proton-transporting V-type ATPase, V1 domain	Schizosaccharomyces_pombe@Seq_3411	121_3410	OG4068
vacuolar proton-transporting V-type ATPase, V1 domain	Schizosaccharomyces_pombe@Seq_5073	121_5072	OG1842
vacuolar transporter chaperone complex	Schizosaccharomyces_pombe@Seq_3997	121_3996	OG3092
vacuolar transporter chaperone complex	Schizosaccharomyces_pombe@Seq_654	121_653	OG2068
vacuolar transporter chaperone complex	Schizosaccharomyces_pombe@Seq_951	121_950	OG1602
zeta DNA polymerase complex	Schizosaccharomyces_pombe@Seq_376	121_375	OG7405
zeta DNA polymerase complex	Schizosaccharomyces_pombe@Seq_387	121_386	OG1964
