"Gene Name"	"Accession-1"	"Left-End-Position"	"Right-End-Position"	"Product"	"Pathways of gene"	"Reactions of gene"	"Citations"	"Accession-1"	"Accession-2"
YLR308W	"YLR308W"	747937	748875	YLR308W-MONOMER	PWY3O-70 // PWY-7118	CHITIN-DEACETYLASE-RXN		"YLR308W"	
G3O-33677	"YOR160W"	633839	636757	G3O-33677-MONOMER	""	""		"YOR160W"	
G3O-30475	"YFR026C"	205748	206257	G3O-30475-MONOMER	""	""		"YFR026C"	
G3O-29604	"YDL224C"	54397	56346	G3O-29604-MONOMER	""	""		"YDL224C"	
G3O-28951	"YBL052C"	119379	121874	G3O-28951-MONOMER	""	HISTONE-ACETYLTRANSFERASE-RXN		"YBL052C"	
G3O-31150	"YHR107C"	326813	328036	G3O-31150-MONOMER	""	""		"YHR107C"	
G3O-32423	"YLR347C"	823828	826413	G3O-32423-MONOMER	""	""		"YLR347C"	
G3O-29692	"YDR087C"	617470	618306	G3O-29692-MONOMER	""	""		"YDR087C"	
G3O-32934	"YMR259C"	784621	788883	G3O-32934-MONOMER	""	""		"YMR259C"	
G3O-34150	"YPL267W"	38169	38798	G3O-34150-MONOMER	""	""		"YPL267W"	
G3O-33510	"YOL113W"	104326	106293	G3O-33510-MONOMER	""	PROTEIN-KINASE-RXN		"YOL113W"	
G3O-31639	"YJL212C"	33850	36249	G3O-31639-MONOMER	""	""		"YJL212C"	
G3O-29439	"YDL008W"	433497	433994	G3O-29439-MONOMER	""	""		"YDL008W"	
YFR019W	"YFR019W"	184502	191338	YFR019W-MONOMER	PWY3O-242 // PWY-6352	2.7.1.150-RXN		"YFR019W"	
G3O-33444	"YOL028C"	270633	271370	G3O-33444-MONOMER	""	""		"YOL028C"	
G3O-30164	"YEL044W"	69757	70257	G3O-30164-MONOMER	""	""		"YEL044W"	
G3O-30911	"YGR233C"	954674	958210	G3O-30911-MONOMER	""	""		"YGR233C"	
G3O-32137	"YLL034C"	70633	73146	G3O-32137-MONOMER	""	""		"YLL034C"	
G3O-33986	"YPL079W"	406636	407539	G3O-33986-MONOMER	""	""		"YPL079W"	
YOR236W	"YOR236W"	780906	781541	YOR236W-MONOMER	FOLSYN-PWY // PWY-6612 // PWY3O-697 // PWY-6614 // PWY66-385	DIHYDROFOLATEREDUCT-RXN		"YOR236W"	
YBR092C	"YBR092C"	427698	429101	YBR092C-MONOMER	THISYNARA-PWY-1 // PWY-6908 // PWY-7356 // PWY-6348	RXNQT-4191 // RXN-8748 // ACID-PHOSPHATASE-RXN		"YBR092C"	
G3O-32656	"YML061C"	148953	151532	G3O-32656-MONOMER	""	""		"YML061C"	
G3O-31445	"YIR026C"	404873	405967	G3O-31445-MONOMER	""	PROTEIN-TYROSINE-PHOSPHATASE-RXN		"YIR026C"	
G3O-29099	"YBR147W"	536575	537465	G3O-29099-MONOMER	""	""		"YBR147W"	
G3O-29938	"YDR390C"	1254937	1256847	G3O-29938-MONOMER	""	""		"YDR390C"	
G3O-33139	"YNL116W"	408341	409909	G3O-33139-MONOMER	""	""		"YNL116W"	
G3O-31942	"YKL175W"	118793	120304	G3O-31942-MONOMER	""	""		"YKL175W"	
G3O-30640	"YGL146C"	228751	229686	G3O-30640-MONOMER	""	""		"YGL146C"	
YLR195C	"YLR195C"	541937	543304	YLR195C-MONOMER	""	2.3.1.97-RXN		"YLR195C"	
G3O-33659	"YOR137C"	581813	583681	G3O-33659-MONOMER	""	""		"YOR137C"	
G3O-30456	"YFR003C"	152657	153124	G3O-30456-MONOMER	""	""		"YFR003C"	
G3O-29585	"YDL202W"	98475	99224	G3O-29585-MONOMER	""	""		"YDL202W"	
G3O-28933	"YBL030C"	163041	163997	G3O-28933-MONOMER	""	""		"YBL030C"	
G3O-31132	"YHR085W"	276764	277768	G3O-31132-MONOMER	""	""		"YHR085W"	
G3O-32405	"YLR321C"	776584	777864	G3O-32405-MONOMER	""	""		"YLR321C"	
G3O-29676	"YDR069C"	584939	587719	G3O-29676-MONOMER	""	3.4.19.12-RXN		"YDR069C"	
G3O-32915	"YMR234W"	740266	741312	G3O-32915-MONOMER	""	""		"YMR234W"	
G3O-34130	"YPL244C"	87014	88033	G3O-34130-MONOMER	""	""		"YPL244C"	
G3O-33491	"YOL091W"	145334	147163	G3O-33491-MONOMER	""	""		"YOL091W"	
G3O-31621	"YJL189W"	75933	76474	G3O-31621-MONOMER	""	""		"YJL189W"	
G3O-29398	"YCR106W"	310958	313456	G3O-29398-MONOMER	""	""		"YCR106W"	
YER069W	"YER069W"	295410	298001	YER069W-MONOMER	ARGSYNBSUB-PWY	N-ACETYLGLUTPREDUCT-RXN // ACETYLGLUTKIN-RXN		"YER069W"	
G3O-33425	"YOL008W"	310312	310935	G3O-33425-MONOMER	""	""		"YOL008W"	
G3O-30143	"YEL018W"	121471	122310	G3O-30143-MONOMER	""	""		"YEL018W"	
G3O-30895	"YGR213C"	918512	919465	G3O-30895-MONOMER	""	""		"YGR213C"	
G3O-32118	"YLL013C"	122075	124714	G3O-32118-MONOMER	""	""		"YLL013C"	
G3O-33963	"YPL050C"	460779	461966	G3O-33963-MONOMER	""	""		"YPL050C"	
YOR120W	"YOR120W"	551114	552052	YOR120W-MONOMER	""	""		"YOR120W"	
YBL045C	"YBL045C"	134143	135516	YBL045C-MONOMER	PWY-7279-YEAST // PWY3O-188	1.10.2.2-RXN		"YBL045C"	
G3O-32635	"YML036W"	205642	206293	G3O-32635-MONOMER	""	""		"YML036W"	
G3O-31424	"YIR003W"	360885	362924	G3O-31424-MONOMER	""	""		"YIR003W"	
G3O-29081	"YBR125C"	487199	488380	G3O-29081-MONOMER	""	3.1.3.16-RXN		"YBR125C"	
G3O-29921	"YDR371W"	1219413	1220948	G3O-29921-MONOMER	""	RXN-12623 // 3.2.1.14-RXN		"YDR371W"	
G3O-33120	"YNL092W"	450871	452073	G3O-33120-MONOMER	""	""		"YNL092W"	
G3O-31924	"YKL154W"	161601	162335	G3O-31924-MONOMER	""	""		"YKL154W"	
G3O-30622	"YGL126W"	270997	272139	G3O-30622-MONOMER	""	""		"YGL126W"	
YLR038C	"YLR038C"	224921	225172	YLR038C-MONOMER	PWY-7279-YEAST // PWY3O-188	CYTOCHROME-C-OXIDASE-RXN		"YLR038C"	
G3O-33641	"YOR112W"	531508	533793	G3O-33641-MONOMER	""	""		"YOR112W"	
G3O-30439	"YFL021W"	95966	97498	G3O-30439-MONOMER	""	""		"YFL021W"	
G3O-29568	"YDL181W"	135179	135436	G3O-29568-MONOMER	""	""		"YDL181W"	
G3O-28913	"YBL007C"	212632	216366	G3O-28913-MONOMER	""	""		"YBL007C"	
G3O-31114	"YHR061C"	221534	222478	G3O-31114-MONOMER	""	""		"YHR061C"	
G3O-32386	"YLR291C"	718317	719462	G3O-32386-MONOMER	""	""		"YLR291C"	
G3O-29658	"YDR045C"	547978	548310	G3O-29658-MONOMER	""	DNA-DIRECTED-RNA-POLYMERASE-RXN		"YDR045C"	
G3O-32898	"YMR215W"	696796	698370	G3O-32898-MONOMER	""	""		"YMR215W"	
G3O-34112	"YPL223C"	128632	129138	G3O-34112-MONOMER	""	""		"YPL223C"	
G3O-33474	"YOL069W"	198942	200297	G3O-33474-MONOMER	""	""		"YOL069W"	
G3O-31604	"YJL164C"	109966	111159	G3O-31604-MONOMER	""	2.7.11.2-RXN // 2.7.12.1-RXN		"YJL164C"	
G3O-29376	"YCR077C"	250238	252628	G3O-29376-MONOMER	""	""		"YCR077C"	
YEL042W	"YEL042W"	73771	75327	YEL042W-MONOMER	""	GUANOSINE-DIPHOSPHATASE-RXN		"YEL042W"	
G3O-33377	"YNR073C"	774792	776300	G3O-33377-MONOMER	""	""		"YNR073C"	
G3O-30111	"YDR379C-A"	1233278	1233517	G3O-30111-MONOMER	""	""		"YDR379C-A"	
G3O-30876	"YGR186W"	867774	869981	G3O-30876-MONOMER	""	PROTEIN-KINASE-RXN		"YGR186W"	
G3O-32070	"YKL006C-A"	430198	430632	G3O-32070-MONOMER	""	""		"YKL006C-A"	
G3O-33944	"YPL029W"	495506	497719	G3O-33944-MONOMER	""	""		"YPL029W"	
YOL066C	"YOL066C"	202696	204471	YOL066C-MONOMER	PWY-6168	RXN-10058		"YOL066C"	
Q0045	"Q0045"	13818	26701	Q0045-MONOMER	PWY-7279-YEAST // PWY3O-188	CYTOCHROME-C-OXIDASE-RXN		"Q0045"	
G3O-32617	"YML013W"	244149	245903	G3O-32617-MONOMER	""	""		"YML013W"	
G3O-31396	"YIL147C"	69791	73453	G3O-31396-MONOMER	""	2.7.13.3-RXN		"YIL147C"	
G3O-29065	"YBR103W"	447709	449316	G3O-29065-MONOMER	""	""		"YBR103W"	
G3O-29902	"YDR348C"	1170326	1171825	G3O-29902-MONOMER	""	""		"YDR348C"	
G3O-33104	"YNL075W"	485607	486479	G3O-33104-MONOMER	""	""		"YNL075W"	
G3O-31907	"YKL125W"	208247	210130	G3O-31907-MONOMER	""	""		"YKL125W"	
G3O-30603	"YGL104C"	308713	310173	G3O-30603-MONOMER	""	""		"YGL104C"	
YKL211C	"YKL211C"	36699	38153	YKL211C-MONOMER	COMPLETE-ARO-YEAST-PWY // TRPSYN-PWY	ANTHRANSYN-RXN		"YKL211C"	
G3O-33622	"YOR087W"	487707	489734	G3O-33622-MONOMER	""	""		"YOR087W"	
G3O-30423	"YFL039C"	53260	54696	G3O-30423-MONOMER	""	""		"YFL039C"	
G3O-29548	"YDL153C"	181186	183018	G3O-29548-MONOMER	""	""		"YDL153C"	
G3O-28880	"YAR029W"	186321	186545	G3O-28880-MONOMER	""	""		"YAR029W"	
G3O-31096	"YHR036W"	180345	181760	G3O-31096-MONOMER	""	""		"YHR036W"	
G3O-32365	"YLR265C"	674427	675455	G3O-32365-MONOMER	""	""		"YLR265C"	
G3O-34095	"YPL203W"	166256	167398	G3O-34095-MONOMER	""	2.7.11.2-RXN // 2.7.12.1-RXN		"YPL203W"	
G3O-32880	"YMR193W"	650036	650812	G3O-32880-MONOMER	""	""		"YMR193W"	
G3O-31585	"YJL140W"	150961	151626	G3O-31585-MONOMER	""	DNA-DIRECTED-RNA-POLYMERASE-RXN		"YJL140W"	
G3O-29357	"YCR046C"	209914	210423	G3O-29357-MONOMER	""	""		"YCR046C"	
YDR434W	"YDR434W"	1331237	1332841	YDR434W-MONOMER	""	""		"YDR434W"	
G3O-33354	"YNR047W"	708523	711204	G3O-33354-MONOMER	""	PROTEIN-KINASE-RXN		"YNR047W"	
G3O-30043	"YDR532C"	1499396	1500553	G3O-30043-MONOMER	""	""		"YDR532C"	
G3O-30859	"YGR159C"	806412	807656	G3O-30859-MONOMER	""	""		"YGR159C"	
G3O-32054	"YKR091W"	611525	612265	G3O-32054-MONOMER	""	""		"YKR091W"	
G3O-33927	"YPL008W"	539385	541970	G3O-33927-MONOMER	""	""		"YPL008W"	
YNR016C	"YNR016C"	654673	661374	MONOMER3O-7	PWY0-1264	BIOTIN-CARBOXYL-RXN // ACETYL-COA-CARBOXYLTRANSFER-RXN		"YNR016C"	
G3O-33924	"YPL005W"	548486	550306	G3O-33924-MONOMER	""	""		"YPL005W"	
G3O-32518	"YLR390W-A"	903724	904440	G3O-32518-MONOMER	""	""		"YLR390W-A"	
G3O-31377	"YIL126W"	117992	122071	G3O-31377-MONOMER	""	""		"YIL126W"	
G3O-29047	"YBR079C"	395383	398277	G3O-29047-MONOMER	""	""		"YBR079C"	
G3O-29881	"YDR324C"	1114433	1116763	G3O-29881-MONOMER	""	""		"YDR324C"	
G3O-33087	"YNL055C"	517994	518845	G3O-33087-MONOMER	""	""		"YNL055C"	
G3O-34385	"Q0160"	61022	61729	G3O-34385-MONOMER	""	""		"Q0160"	
G3O-30586	"YGL085W"	349616	350440	G3O-30586-MONOMER	""	""		"YGL085W"	
G3O-31887	"YKL096W"	261132	261851	G3O-31887-MONOMER	""	""		"YKL096W"	
G3O-33606	"YOR066W"	449436	451325	G3O-33606-MONOMER	""	""		"YOR066W"	
YKL026C	"YKL026C"	389380	389883	YKL026C-MONOMER	PWY-4081	1.11.1.12-RXN // GLUTATHIONE-PEROXIDASE-RXN		"YKL026C"	
G3O-29531	"YDL133W"	222427	223740	G3O-29531-MONOMER	""	""		"YDL133W"	
G3O-30392	"YER074W-A"	307653	308123	G3O-30392-MONOMER	""	""		"YER074W-A"	
G3O-31074	"YHR011W"	127780	129120	G3O-31074-MONOMER	TRNA-CHARGING-PWY	SERINE--TRNA-LIGASE-RXN // RXN0-2161		"YHR011W"	
G3O-28857	"YAL051W"	48564	51707	G3O-28857-MONOMER	""	""		"YAL051W"	
G3O-34077	"YPL183C"	199495	202536	G3O-34077-MONOMER	""	""		"YPL183C"	
G3O-32341	"YLR227C"	590562	592043	G3O-32341-MONOMER	""	""		"YLR227C"	
G3O-31565	"YJL111W"	207877	209529	G3O-31565-MONOMER	""	""		"YJL111W"	
G3O-32857	"YMR167W"	594886	597195	G3O-32857-MONOMER	""	""		"YMR167W"	
YDR232W	"YDR232W"	927452	929098	YDR232W-MONOMER	PWY-5920 // PWY3O-50 // PWY-5189	5-AMINOLEVULINIC-ACID-SYNTHASE-RXN		"YDR232W"	
G3O-29336	"YCR020C-A"	154830	155096	G3O-29336-MONOMER	PWY-7800	RXN-17858 // RXN-17857 // RXN-17856 // RXN-17855 // RXN-17854		"YCR020C-A"	
G3O-30026	"YDR505C"	1456695	1459220	G3O-30026-MONOMER	""	""		"YDR505C"	
G3O-33332	"YNR017W"	662913	663581	G3O-33332-MONOMER	""	""		"YNR017W"	
G3O-32035	"YKR069W"	571612	573393	G3O-32035-MONOMER	PWY-5194	RXN-13403 // UROPORIIIMETHYLTRANSA-RXN // RXN-8675		"YKR069W"	
G3O-30837	"YGR131W"	754726	755250	G3O-30837-MONOMER	""	""		"YGR131W"	
YNL169C	"YNL169C"	316169	317671	YNL169C-MONOMER	PWY-5669	PHOSPHASERDECARB-RXN		"YNL169C"	
G3O-33848	"YOR386W"	1066839	1068536	G3O-33848-MONOMER	""	DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN		"YOR386W"	
G3O-32498	"YLR442C"	1019315	1022251	G3O-32498-MONOMER	""	""		"YLR442C"	
G3O-31361	"YIL105C"	167581	169641	G3O-31361-MONOMER	""	""		"YIL105C"	
G3O-30571	"YGL066W"	377609	379582	G3O-30571-MONOMER	""	""		"YGL066W"	
G3O-29863	"YDR303C"	1068729	1071386	G3O-29863-MONOMER	""	""		"YDR303C"	
G3O-29026	"YBR055C"	344602	347301	G3O-29026-MONOMER	""	""		"YBR055C"	
G3O-34360	"YPL096C-A"	366529	366735	G3O-34360-MONOMER	""	""		"YPL096C-A"	
G3O-33064	"YNL026W"	581920	583374	G3O-33064-MONOMER	""	""		"YNL026W"	
G3O-31869	"YKL073W"	296430	299075	G3O-31869-MONOMER	""	""		"YKL073W"	
G3O-33586	"YOR042W"	408425	409660	G3O-33586-MONOMER	""	""		"YOR042W"	
YJR075W	"YJR075W"	573981	575171	YJR075W-MONOMER	""	""		"YJR075W"	
G3O-29512	"YDL111C"	263313	264110	G3O-29512-MONOMER	""	""		"YDL111C"	
G3O-30340	"YER184C"	556296	558680	G3O-30340-MONOMER	""	""		"YER184C"	
G3O-31054	"YHL035C"	27978	32756	G3O-31054-MONOMER	""	""		"YHL035C"	
G3O-28839	"YAL028W"	92900	94486	G3O-28839-MONOMER	""	""		"YAL028W"	
G3O-34060	"YPL164C"	239350	241497	G3O-34060-MONOMER	""	""		"YPL164C"	
G3O-32323	"YLR204W"	552270	552605	G3O-32323-MONOMER	""	""		"YLR204W"	
G3O-31546	"YJL091C"	261080	262552	G3O-31546-MONOMER	""	""		"YJL091C"	
G3O-32835	"YMR143W"	551928	552903	G3O-32835-MONOMER	""	""		"YMR143W"	
YDR019C	"YDR019C"	484163	485365	YDR019C-MONOMER	PWY3O-697 // PWY-2201 // GLYCINE-SYN2-PWY // GLYCLEAV-PWY	GCVMULTI-RXN // GCVP-RXN // RXN-8629 // GCVT-RXN		"YDR019C"	
G3O-29314	"YCL067C"	12386	13018	G3O-29314-MONOMER	""	""		"YCL067C"	
G3O-30010	"YDR485C"	1424820	1427207	G3O-30010-MONOMER	""	""		"YDR485C"	
G3O-33313	"YNL329C"	19541	22633	G3O-33313-MONOMER	""	""		"YNL329C"	
G3O-32018	"YKR048C"	525387	526640	G3O-32018-MONOMER	""	""		"YKR048C"	
G3O-30815	"YGR105W"	698599	698832	G3O-30815-MONOMER	""	""		"YGR105W"	
YMR296C	"YMR296C"	859215	860891	YMR296C-MONOMER	SPHINGOLIPID-SYN-PWY	SERINE-C-PALMITOYLTRANSFERASE-RXN		"YMR296C"	
G3O-33830	"YOR359W"	1011189	1012760	G3O-33830-MONOMER	""	""		"YOR359W"	
G3O-32481	"YLR421C"	965090	965560	G3O-32481-MONOMER	""	""		"YLR421C"	
G3O-31340	"YIL075C"	217863	220700	G3O-31340-MONOMER	""	""		"YIL075C"	
G3O-30554	"YGL043W"	417483	418412	G3O-30554-MONOMER	""	""		"YGL043W"	
G3O-29845	"YDR280W"	1020747	1021664	G3O-29845-MONOMER	""	""		"YDR280W"	
G3O-29008	"YBR030W"	298292	299950	G3O-29008-MONOMER	""	""		"YBR030W"	
G3O-34309	"YPR186C"	909733	911022	G3O-34309-MONOMER	""	""		"YPR186C"	
G3O-33044	"YNL002C"	626174	627142	G3O-33044-MONOMER	""	""		"YNL002C"	
G3O-31849	"YKL048C"	347214	349136	G3O-31849-MONOMER	""	PROTEIN-KINASE-RXN		"YKL048C"	
G3O-33570	"YOR022C"	373710	375857	G3O-33570-MONOMER	""	""		"YOR022C"	
YJL139C	"YJL139C"	151713	152999	YJL139C-MONOMER	MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	RXN-5464		"YJL139C"	
G3O-29496	"YDL088C"	298417	300003	G3O-29496-MONOMER	""	""		"YDL088C"	
G3O-30322	"YER161C"	499347	500348	G3O-30322-MONOMER	""	""		"YER161C"	
G3O-31035	"YHL015W"	75412	75777	G3O-31035-MONOMER	""	""		"YHL015W"	
G3O-28822	"YAL009W"	135854	136633	G3O-28822-MONOMER	""	""		"YAL009W"	
G3O-34042	"YPL145C"	278395	279699	G3O-34042-MONOMER	""	""		"YPL145C"	
G3O-32307	"YLR183C"	520543	522012	G3O-32307-MONOMER	""	""		"YLR183C"	
YDL095W	"YDL095W"	287059	289512	YDL095W-MONOMER	PWY-7921	2.4.1.109-RXN		"YDL095W"	
G3O-32818	"YMR125W"	517539	520446	G3O-32818-MONOMER	""	""		"YMR125W"	
G3O-31532	"YJL074C"	299157	302849	G3O-31532-MONOMER	""	""		"YJL074C"	
G3O-29296	"YCL037C"	57374	58678	G3O-29296-MONOMER	""	""		"YCL037C"	
G3O-29993	"YDR465C"	1393336	1394574	G3O-29993-MONOMER	""	RXN-16890		"YDR465C"	
G3O-33295	"YNL308C"	54122	55897	G3O-33295-MONOMER	""	""		"YNL308C"	
G3O-32000	"YKR024C"	485144	487372	G3O-32000-MONOMER	""	""		"YKR024C"	
G3O-30799	"YGR089W"	656960	659770	G3O-30799-MONOMER	""	""		"YGR089W"	
YMR108W	"YMR108W"	484084	486147	MONOMER3O-29	ILEUSYN-PWY // BRANCHED-CHAIN-AA-SYN-PWY // VALSYN-PWY // PWY-5938	ACETOOHBUTSYN-RXN // ACETOLACTSYN-RXN		"YMR108W"	
G3O-33811	"YOR336W"	949773	953870	G3O-33811-MONOMER	""	""		"YOR336W"	
G3O-30537	"YGL016W"	461666	464911	G3O-30537-MONOMER	""	""		"YGL016W"	
G3O-31320	"YIL049W"	260158	260919	G3O-31320-MONOMER	PWY-6129	RXN-9971		"YIL049W"	
G3O-28991	"YBL107C"	9961	10551	G3O-28991-MONOMER	""	""		"YBL107C"	
G3O-29828	"YDR257C"	969990	971474	G3O-29828-MONOMER	""	""		"YDR257C"	
G3O-32973	"YMR309C"	892988	895426	G3O-32973-MONOMER	""	""		"YMR309C"	
G3O-34292	"YPR163C"	868645	869955	G3O-34292-MONOMER	""	""		"YPR163C"	
G3O-33552	"YOR001W"	326832	329033	G3O-33552-MONOMER	""	""		"YOR001W"	
G3O-31829	"YKL021C"	397344	398750	G3O-31829-MONOMER	""	""		"YKL021C"	
G3O-29479	"YDL064W"	337487	338070	G3O-29479-MONOMER	""	""		"YDL064W"	
YIR038C	"YIR038C"	423809	424513	YIR038C-MONOMER	PWY-6842-1	GST-RXN // GSHTRAN-RXN		"YIR038C"	
G3O-30949	"YGR289C"	1073963	1075813	G3O-30949-MONOMER	""	""		"YGR289C"	
G3O-30303	"YER142C"	455146	456036	G3O-30303-MONOMER	""	3.2.2.21-RXN		"YER142C"	
G3O-34026	"YPL127C"	308828	309604	G3O-34026-MONOMER	""	""		"YPL127C"	
G3O-10	"YEL029C"	96858	97796	MONOMER3O-37	THISYNARA-PWY-1 // PLPSAL-PWY // PWY-7282	PYRIDOXKIN-RXN // PYRAMKIN-RXN // PNKIN-RXN	"17696614" // "15483325"	"YEL029C"	
YCR053W	"YCR053W"	216697	218241	YCR053W-MONOMER	HOMOSER-THRESYN-PWY	THRESYN-RXN		"YCR053W"	
G3O-32280	"YLR141W"	423683	424774	G3O-32280-MONOMER	""	""		"YLR141W"	
G3O-31512	"YJL048C"	347447	348637	G3O-31512-MONOMER	""	""		"YJL048C"	
G3O-32798	"YMR098C"	460771	462609	G3O-32798-MONOMER	""	""		"YMR098C"	
G3O-29977	"YDR446W"	1353725	1354633	G3O-29977-MONOMER	""	""		"YDR446W"	
G3O-29278	"YCL008C"	105696	106853	G3O-29278-MONOMER	""	""		"YCL008C"	
G3O-31980	"YKR002W"	443232	444938	G3O-31980-MONOMER	""	POLYNUCLEOTIDE-ADENYLYLTRANSFERASE-RXN		"YKR002W"	
G3O-33278	"YNL288W"	90303	91424	G3O-33278-MONOMER	""	""		"YNL288W"	
YML074C	"YML074C"	120089	121324	YML074C-MONOMER	""	PEPTIDYLPROLYL-ISOMERASE-RXN		"YML074C"	
G3O-30782	"YGR068C"	625324	627084	G3O-30782-MONOMER	""	""		"YGR068C"	
G3O-30498	"YFR052W"	252505	253329	G3O-30498-MONOMER	""	""		"YFR052W"	
G3O-33795	"YOR312C"	900250	901194	G3O-33795-MONOMER	""	""		"YOR312C"	
G3O-28973	"YBL084C"	67169	69445	G3O-28973-MONOMER	""	""		"YBL084C"	
G3O-31303	"YIL030C"	296050	300009	G3O-31303-MONOMER	""	RXN-15561		"YIL030C"	
G3O-32445	"YLR378C"	875736	877178	G3O-32445-MONOMER	""	""		"YLR378C"	
G3O-29315	"YCL068C"	11503	12285	G3O-29315-MONOMER	""	""		"YCL068C"	
G3O-29809	"YDR231C"	926293	926910	G3O-29809-MONOMER	PWY-7279-YEAST // PWY3O-188	CYTOCHROME-C-OXIDASE-RXN		"YDR231C"	
G3O-32956	"YMR286W"	841942	842202	G3O-32956-MONOMER	""	""		"YMR286W"	
G3O-32173	"YLR012C"	169982	170281	G3O-32173-MONOMER	""	""		"YLR012C"	
G3O-34273	"YPR138C"	810984	812453	G3O-34273-MONOMER	""	""		"YPR138C"	
G3O-33532	"YOL139C"	60383	61024	G3O-33532-MONOMER	""	""		"YOL139C"	
G3O-29259	"YBR196C-A"	614024	614173	G3O-29259-MONOMER	""	""		"YBR196C-A"	
G3O-31813	"YKL002W"	437778	438544	G3O-31813-MONOMER	""	""		"YKL002W"	
G3O-29462	"YDL039C"	381985	384081	G3O-29462-MONOMER	""	""		"YDL039C"	
G3O-32091	"YKL033W-A"	374505	375215	G3O-32091-MONOMER	""	""		"YKL033W-A"	
YIL116W	"YIL116W"	142928	144085	YIL116W-MONOMER	HISTSYN-PWY	HISTAMINOTRANS-RXN		"YIL116W"	
G3O-33467	"YOL056W"	223268	224179	G3O-33467-MONOMER	GLUCONEO-YEAST-PWY // GLYCOLYSIS-YEAST-PWY	3PGAREARR-RXN		"YOL056W"	
G3O-29138	"YBR197C"	615203	615856	G3O-29138-MONOMER	""	""		"YBR197C"	
G3O-30284	"YER120W"	401135	401869	G3O-30284-MONOMER	""	""		"YER120W"	
G3O-30932	"YGR263C"	1017967	1019241	G3O-30932-MONOMER	""	""		"YGR263C"	
G3O-31893	"YKL107W"	236141	237070	G3O-31893-MONOMER	""	""		"YKL107W"	
G3O-32262	"YLR117C"	382471	384534	G3O-32262-MONOMER	""	""		"YLR117C"	
G3O-34007	"YPL105C"	352863	355412	G3O-34007-MONOMER	""	""		"YPL105C"	
G3O-28957	"YBL059W"	110594	111244	G3O-28957-MONOMER	""	""		"YBL059W"	
G3O-32779	"YMR077C"	421484	422149	G3O-32779-MONOMER	""	""		"YMR077C"	
YBR265W	"YBR265W"	738582	739544	YBR265W-MONOMER	SPHINGOLIPID-SYN-PWY	3-DEHYDROSPHINGANINE-REDUCTASE-RXN		"YBR265W"	
G3O-31805	"YJR005C-A"	448477	448758	G3O-31805-MONOMER	""	""		"YJR005C-A"	
G3O-29216	"YBR298C"	802631	804475	G3O-29216-MONOMER	""	""		"YBR298C"	
G3O-31493	"YJL023C"	397355	398398	G3O-31493-MONOMER	""	""		"YJL023C"	
YOR054C	"YOR054C"	427833	429857	MONOMER3O-317	COA-PWY	P-PANTOCYSDECARB-RXN		"YOR054C"	
G3O-33261	"YNL265C"	144280	145281	G3O-33261-MONOMER	""	""		"YNL265C"	
G3O-29960	"YDR419W"	1303174	1305072	G3O-29960-MONOMER	""	DNA-DIRECTED-DNA-POLYMERASE-RXN		"YDR419W"	
G3O-28847	"YAL037W"	74020	74823	G3O-28847-MONOMER	""	""		"YAL037W"	
G3O-30761	"YGR041W"	577487	579130	G3O-30761-MONOMER	""	""		"YGR041W"	
G3O-31962	"YKL203C"	55935	63359	G3O-31962-MONOMER	""	PROTEIN-KINASE-RXN		"YKL203C"	
G3O-31708	"YJR079W"	580205	581239	G3O-31708-MONOMER	""	""		"YJR079W"	
G3O-33776	"YOR291W"	861175	865593	G3O-33776-MONOMER	""	""		"YOR291W"	
YLR342W	"YLR342W"	809997	815627	YLR342W-MONOMER	PWY-6773	13-BETA-GLUCAN-SYNTHASE-RXN		"YLR342W"	
YIL066C	"YIL066C"	238099	240708	YIL066C-MONOMER	PWY-7226 // PWY-841 // PWY-7227 // PWY0-166 // PWY-7184 // PWY-7210	CDPREDUCT-RXN // UDPREDUCT-RXN // ADPREDUCT-RXN // GDPREDUCT-RXN // RIBONUCLEOSIDE-DIP-REDUCTI-RXN		"YIL066C"	
G3O-31285	"YIL006W"	344062	345183	G3O-31285-MONOMER	""	""		"YIL006W"	
G3O-30479	"YFR031C"	216594	220106	G3O-30479-MONOMER	""	""		"YFR031C"	
G3O-31591	"YJL147C"	141419	142567	G3O-31591-MONOMER	""	""		"YJL147C"	
G3O-29792	"YDR210W"	871074	871301	G3O-29792-MONOMER	""	""		"YDR210W"	
G3O-28955	"YBL057C"	112801	113427	G3O-28955-MONOMER	""	AMINOCYL-TRNA-HYDROLASE-RXN // RXN-12460		"YBL057C"	
G3O-34377	"Q0075"	24156	25255	G3O-34377-MONOMER	""	""		"Q0075"	
G3O-34255	"YPR116W"	758648	759481	G3O-34255-MONOMER	""	""		"YPR116W"	
G3O-32428	"YLR356W"	840321	840914	G3O-32428-MONOMER	""	""		"YLR356W"	
G3O-31472	"YIL105W-A"	167664	167804	G3O-31472-MONOMER	""	""		"YIL105W-A"	
G3O-31752	"YJR135C"	676059	676778	G3O-31752-MONOMER	""	""		"YJR135C"	
G3O-32940	"YMR266W"	798518	801379	G3O-32940-MONOMER	""	""		"YMR266W"	
G3O-34256	"YPR117W"	760025	767494	G3O-34256-MONOMER	""	""		"YPR117W"	
YHR201C	"YHR201C"	499950	501143	YHR201C-MONOMER	""	EXOPOLYPHOSPHATASE-RXN		"YHR201C"	
