"Pathways"	"Common-Name"
BSUBPOLYAMSYN-PWY	"spermidine biosynthesis I"
METSYN-PWY	"superpathway of L-homoserine and L-methionine biosynthesis"
PWY-7712	"deoxynivalenol biosynthesis"
PWY-6834	"spermidine biosynthesis III"
PWY-702	"L-methionine biosynthesis II (plants)"
ANAEROFRUCAT-PWY	"homolactic fermentation"
HSERMETANA-PWY	"L-methionine biosynthesis III"
PWY-6257	"curcumene biosynthesis"
P122-PWY	"heterolactic fermentation"
PWY-5347	"superpathway of L-methionine biosynthesis (transsulfuration)"
PWY-6559	"spermidine biosynthesis II"
PWY-7720	"ophiobolin F biosynthesis"
PWY-6270	"isoprene biosynthesis I"
PWY-6913	"methylbutenol biosynthesis"
PWY-6271	"eudesmol biosynthesis"
PWY-7391	"isoprene biosynthesis II (engineered)"
PWY-8084	"daurichromenate biosynthesis"
PWY-8064	"sodorifen biosynthesis"
PWY-6290	"&beta;-cubebene biosynthesis"
NONMEVIPP-PWY	"methylerythritol phosphate pathway I"
PWY-7560	"methylerythritol phosphate pathway II"
PWY-5425	"oleoresin sesquiterpene volatiles biosynthesis"
PWY-6669	"&delta;-guaiene biosynthesis"
PWY-5773	"gossypol biosynthesis"
PWY-7711	"calonectrin biosynthesis"
PWY-6254	"santalene biosynthesis I"
PWY-7714	"harzianum A and trichodermin biosynthesis"
PWY-6265	"zerumbone biosynthesis"
PWY-7736	"stellatic acid biosynthesis"
PWY-6278	"botrydial biosynthesis"
PWY-2961	"sesquiterpenoid phytoalexins biosynthesis"
PWY-6294	"selinene biosynthesis"
PWY-5942	"<i>trans</i>-lycopene biosynthesis I"
PWY-5733	"germacrene biosynthesis"
PWY-6475	"<i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria)"
PWY-6888	"zealexin biosynthesis"
PWY-6128	"cis-calamenene related sesquiterpenoids biosynthesis"
PWY-7713	"nivalenol biosynthesis"
PWY-6258	"patchoulol biosynthesis"
PWY-2501	"fatty acid &alpha;-oxidation I"
PWY-7730	"T-2 toxin biosynthesis"
PWY-7340	"9-<i>cis</i>, 11-<i>trans</i>-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)"
PWY-5137	"fatty acid &beta;-oxidation III (unsaturated, odd number)"
PWY66-388	"fatty acid &alpha;-oxidation III"
PWY-7288	"fatty acid &beta;-oxidation (peroxisome, yeast)"
PWY4FS-17	"abscisic acid biosynthesis shunt"
PWY-7307	"oleate &beta;-oxidation (reductase-dependent, yeast)"
FAO-PWY	"fatty acid &beta;-oxidation I"
PWY-695	"abscisic acid biosynthesis"
PWY-7339	"10-<i>trans</i>-heptadecenoyl-CoA degradation (MFE-dependent, yeast)"
PWY-5136	"fatty acid &beta;-oxidation II (peroxisome)"
PWY66-387	"fatty acid &alpha;-oxidation II"
PWY-6837	"fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)"
PWY-7292	"oleate &beta;-oxidation (thioesterase-dependent, yeast)"
PWY-7338	"10-<i>trans</i>-heptadecenoyl-CoA degradation (reductase-dependent, yeast)"
PWY-2724	"alkane oxidation"
PWY0-1337	"oleate &beta;-oxidation"
PWY-7098	"vanillin and vanillate degradation II"
PWY-5138	"fatty acid &beta;-oxidation IV (unsaturated, even number)"
PWY66-391	"fatty acid &beta;-oxidation VI (peroxisome)"
PWY-7097	"vanillin and vanillate degradation I"
PWY-7291	"oleate &beta;-oxidation (isomerase-dependent, yeast)"
PWY-7337	"10-<i>cis</i>-heptadecenoyl-CoA degradation (yeast)"
PWY-5296	"thiosulfate oxidation III (multienzyme complex)"
PWY-5966-1	"fatty acid biosynthesis initiation (animals and fungi, cytoplasm)"
PWY-7193	"pyrimidine ribonucleosides salvage I"
PWY-4381	"fatty acid biosynthesis initiation (bacteria and plants)"
PWY-6677	"thiosulfate oxidation IV (multienzyme complex)"
PWY-7196	"superpathway of pyrimidine ribonucleosides salvage"
PWY66-429	"fatty acid biosynthesis initiation (mitochondria)"
PWY-7200	"superpathway of pyrimidine deoxyribonucleoside salvage"
PWY-6799	"fatty acid biosynthesis initiation (plant mitochondria)"
PWY-7183	"pyrimidine nucleobases salvage I"
NADPHOS-DEPHOS-PWY	"NAD phosphorylation and dephosphorylation"
PWY-7195	"pyrimidine ribonucleosides salvage III"
NADPHOS-DEPHOS-PWY-1	"NAD phosphorylation and transhydrogenation"
PWY-6678	"geraniol and nerol degradation"
PWY-7199	"pyrimidine deoxyribonucleosides salvage"
PWY-5083	"NAD/NADH phosphorylation and dephosphorylation"
PWY-7208	"superpathway of pyrimidine nucleobases salvage"
PWY-5381	"pyridine nucleotide cycling (plants)"
6-HYDROXYCINEOLE-DEGRADATION-PWY	"1,8-cineole degradation"
PWY-6556	"pyrimidine ribonucleosides salvage II"
PWY-7245	"superpathway of NAD/NADP - NADH/NADPH interconversion (yeast)"
PWY-7194	"pyrimidine nucleobases salvage II"
PWY-7268	"NAD/NADP-NADH/NADPH cytosolic interconversion (yeast)"
PWY-6261	"thyroid hormone metabolism II (via conjugation and/or degradation)"
PWY-6672	"<i>cis</i>-genanyl-CoA degradation"
PWY-7205	"CMP phosphorylation"
PWY-7269	"NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)"
PWY-31	"canavanine degradation"
PYRIDNUCSAL-PWY	"NAD salvage pathway I (PNC VI cycle)"
PWY-6260	"thyroid hormone metabolism I (via deiodination)"
PWY-7136	"&beta; myrcene degradation"
NAD-BIOSYNTHESIS-III	"NAD biosynthesis III (from nicotinamide)"
OCTOPINEDEG-PWY	"octopine degradation"
PWY-5653	"NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde"
PWY-6670	"citronellol degradation"
PWY3O-4107	"NAD salvage pathway V (PNC V cycle)"
NOPALINEDEG-PWY	"nopaline degradation"
NAD-BIOSYNTHESIS-II	"NAD salvage pathway III (to nicotinamide riboside)"
PWY-6806	"carotenoid cleavage"
PWY-3502	"superpathway of NAD biosynthesis in eukaryotes"
PWY3O-4106	"NAD salvage pathway IV (from nicotinamide riboside)"
PWY-6413	"ginsenoside degradation III"
PYRIDNUCSYN-PWY	"NAD <i>de novo</i> biosynthesis I (from aspartate)"
PWY-6999	"theophylline degradation"
NADSYN-PWY	"NAD <i>de novo</i> biosynthesis II (from tryptophan)"
PWY-7640	"abscisic acid degradation to neophaseic acid"
PWY-7761	"NAD salvage pathway II (PNC IV cycle)"
PWY-5461	"betanidin degradation"
PWY-5272	"abscisic acid degradation by glucosylation"
PWY-6482	"diphthamide biosynthesis I (archaea)"
PWY18C3-5	"&alpha;-tomatine degradation"
PWY-5271	"abscisic acid degradation to phaseic acid"
PWY-5905	"hypusine biosynthesis"
PWY-7642	"abscisic acid degradation to 7'-hydroxyabscisate"
PWY-4921	"protein citrullination"
PWY-5456	"methylglyoxal degradation VII"
PWY-5462	"methylglyoxal degradation II"
PWY-7546	"diphthamide biosynthesis II (eukaryotes)"
PWY-5453	"methylglyoxal degradation III"
PWY-5459	"methylglyoxal degradation IV"
PWY-5386	"methylglyoxal degradation I"
PWY-5458	"methylglyoxal degradation V"
PWY-8052	"2-arachidonoylglycerol biosynthesis"
MGLDLCTANA-PWY	"methylglyoxal degradation VI"
PWY-6060	"malonate degradation II (biotin-dependent)"
PWY-5474	"hydroxycinnamic acid tyramine amides biosynthesis"
PWY-5794	"malonate degradation I (biotin-independent)"
P281-PWY	"3-phenylpropanoate degradation"
